[21:12:58] [Client thread/INFO]: Setting user: Player93
[21:13:00] [Client thread/INFO]: LWJGL Version: 2.9.1
[21:13:02] [Client thread/INFO]: Reloading ResourceManager: Default, FMLFileResourcePack:Forge Mod Loader, FMLFileResourcePack:Minecraft Forge, FMLFileResourcePack:mortero
[21:13:02] [Sound Library Loader/INFO]: Starting up SoundSystem...
[21:13:03] [Thread-9/INFO]: Initializing LWJGL OpenAL
[21:13:03] [Thread-9/INFO]: (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
[21:13:03] [Thread-9/INFO]: OpenAL initialized.
[21:13:03] [Sound Library Loader/INFO]: Sound engine started
[21:13:05] [Client thread/INFO]: Created: 16x16 textures-atlas
[21:13:06] [Client thread/INFO]: Reloading ResourceManager: Default, FMLFileResourcePack:Forge Mod Loader, FMLFileResourcePack:Minecraft Forge, FMLFileResourcePack:mortero
[21:13:06] [Client thread/INFO]: SoundSystem shutting down...
[21:13:06] [Client thread/WARN]: Author: Paul Lamb, www.paulscode.com
[21:13:06] [Sound Library Loader/INFO]: Starting up SoundSystem...
[21:13:06] [Thread-11/INFO]: Initializing LWJGL OpenAL
[21:13:06] [Thread-11/INFO]: (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
[21:13:06] [Thread-11/INFO]: OpenAL initialized.
[21:13:06] [Sound Library Loader/INFO]: Sound engine started
[21:13:08] [Client thread/WARN]: Texture mortero:textures/blocks/salitre_ore.png with size 21x21 limits mip level from 4 to 0
[21:13:08] [Client thread/INFO]: Created: 512x512 textures-atlas
[21:13:12] [Server thread/INFO]: Starting integrated minecraft server version 1.8
[21:13:12] [Server thread/INFO]: Generating keypair
[21:13:12] [Server thread/INFO]: Preparing start region for level 0
[21:13:13] [Server thread/INFO]: Changing view distance to 12, from 10
[21:13:14] [Server thread/INFO]: Player93[local:E:061c5964] logged in with entity id 15 at (-722.9949409439716, 66.0, 695.2218216294741)
[21:13:14] [Server thread/INFO]: Player93 joined the game
[21:13:15] [pool-2-thread-1/WARN]: Couldn't look up profile properties for com.mojang.authlib.GameProfile@7edad7d2[id=04ba6478-628e-32a2-915d-0b45ca8b366b,name=Player93,properties={},legacy=false]
com.mojang.authlib.exceptions.AuthenticationException: The client has sent too many requests within a certain amount of time
	at com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService.makeRequest(YggdrasilAuthenticationService.java:65) ~[YggdrasilAuthenticationService.class:?]
	at com.mojang.authlib.yggdrasil.YggdrasilMinecraftSessionService.fillGameProfile(YggdrasilMinecraftSessionService.java:158) [YggdrasilMinecraftSessionService.class:?]
	at com.mojang.authlib.yggdrasil.YggdrasilMinecraftSessionService$1.load(YggdrasilMinecraftSessionService.java:53) [YggdrasilMinecraftSessionService$1.class:?]
	at com.mojang.authlib.yggdrasil.YggdrasilMinecraftSessionService$1.load(YggdrasilMinecraftSessionService.java:50) [YggdrasilMinecraftSessionService$1.class:?]
	at com.google.common.cache.LocalCache$LoadingValueReference.loadFuture(LocalCache.java:3524) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache$Segment.loadSync(LocalCache.java:2317) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache$Segment.lockedGetOrLoad(LocalCache.java:2280) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache$Segment.get(LocalCache.java:2195) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache.get(LocalCache.java:3934) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache.getOrLoad(LocalCache.java:3938) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache$LocalLoadingCache.get(LocalCache.java:4821) [guava-17.0.jar:?]
	at com.google.common.cache.LocalCache$LocalLoadingCache.getUnchecked(LocalCache.java:4827) [guava-17.0.jar:?]
	at com.mojang.authlib.yggdrasil.YggdrasilMinecraftSessionService.fillProfileProperties(YggdrasilMinecraftSessionService.java:148) [YggdrasilMinecraftSessionService.class:?]
	at net.minecraft.client.resources.SkinManager$3.run(SkinManager.java:138) [SkinManager$3.class:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source) [?:1.8.0_60]
	at java.util.concurrent.FutureTask.run(Unknown Source) [?:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source) [?:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source) [?:1.8.0_60]
	at java.lang.Thread.run(Unknown Source) [?:1.8.0_60]
[21:13:59] [Server thread/INFO]: Stopping server
[21:13:59] [Server thread/INFO]: Saving players
[21:13:59] [Server thread/INFO]: Saving worlds
[21:13:59] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[21:13:59] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[21:13:59] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[21:14:00] [Client thread/FATAL]: Reported exception thrown!
